id_wil;kecamatan;kabupaten;provinsi
021702  ;Kec. Ciledug;Kab. Cirebon;Prov. Jawa Barat
021423  ;Kec. Cihaurbeuti;Kab. Ciamis;Prov. Jawa Barat
021616  ;Kec. Panyingkiran;Kab. Majalengka;Prov. Jawa Barat
021527  ;Kec. Hantara;Kab. Kuningan;Prov. Jawa Barat
021727  ;Kec. Panguragan;Kab. Cirebon;Prov. Jawa Barat
021709  ;Kec. Mundu;Kab. Cirebon;Prov. Jawa Barat
021532  ;Kec. Ciganda Mekar;Kab. Kuningan;Prov. Jawa Barat
021728  ;Kec. Kaliwedi;Kab. Cirebon;Prov. Jawa Barat
021713  ;Kec. Palimanan;Kab. Cirebon;Prov. Jawa Barat
021732  ;Kec. Kedawung;Kab. Cirebon;Prov. Jawa Barat
021706  ;Kec. Lemah Abang;Kab. Cirebon;Prov. Jawa Barat
021625  ;Kec. Sindang;Kab. Majalengka;Prov. Jawa Barat
021601  ;Kec. Lemahsugih;Kab. Majalengka;Prov. Jawa Barat
021719  ;Kec. Klangenan;Kab. Cirebon;Prov. Jawa Barat
021707  ;Kec. Sedong;Kab. Cirebon;Prov. Jawa Barat
021723  ;Kec. Gegesik;Kab. Cirebon;Prov. Jawa Barat
021606  ;Kec. Maja;Kab. Majalengka;Prov. Jawa Barat
021617  ;Kec. Kadipaten;Kab. Majalengka;Prov. Jawa Barat
021714  ;Kec. Plumbon;Kab. Cirebon;Prov. Jawa Barat
021731  ;Kec. Depok;Kab. Cirebon;Prov. Jawa Barat
021624  ;Kec. Mala usma;Kab. Majalengka;Prov. Jawa Barat
021622  ;Kec. Banjaran;Kab. Majalengka;Prov. Jawa Barat
021531  ;Kec. Maleber;Kab. Kuningan;Prov. Jawa Barat
021612  ;Kec. Leuwimunding;Kab. Majalengka;Prov. Jawa Barat
021721  ;Kec. Ciwaringin;Kab. Cirebon;Prov. Jawa Barat
021708  ;Kec. Astana Japura;Kab. Cirebon;Prov. Jawa Barat
021621  ;Kec. Sumberjaya;Kab. Majalengka;Prov. Jawa Barat
021605  ;Kec. Argapura;Kab. Majalengka;Prov. Jawa Barat
021715  ;Kec. Weru;Kab. Cirebon;Prov. Jawa Barat
021705  ;Kec. Karang Sembung;Kab. Cirebon;Prov. Jawa Barat
021626  ;Kec. Kasokandel;Kab. Majalengka;Prov. Jawa Barat
021603  ;Kec. Cikijing;Kab. Majalengka;Prov. Jawa Barat
021820  ;Kec. Bongas;Kab. Indramayu;Prov. Jawa Barat
021819  ;Kec. Kandanghaur;Kab. Indramayu;Prov. Jawa Barat
021913  ;Kec. Cikaum;Kab. Subang;Prov. Jawa Barat
021825  ;Kec. Gantar;Kab. Indramayu;Prov. Jawa Barat
021738  ;Kec. Tengah Tani;Kab. Cirebon;Prov. Jawa Barat
021823  ;Kec. Arahan;Kab. Indramayu;Prov. Jawa Barat
021821  ;Kec. Anjatan;Kab. Indramayu;Prov. Jawa Barat
021829  ;Kec. Pasekan;Kab. Indramayu;Prov. Jawa Barat
021917  ;Kec. Binong;Kab. Subang;Prov. Jawa Barat
021817  ;Kec. Lohbener;Kab. Indramayu;Prov. Jawa Barat
021910  ;Kec. Pabuaran;Kab. Subang;Prov. Jawa Barat
021827  ;Kec. Sukagumiwang;Kab. Indramayu;Prov. Jawa Barat
021906  ;Kec. Cibogo;Kab. Subang;Prov. Jawa Barat
021826  ;Kec. Terisi;Kab. Indramayu;Prov. Jawa Barat
021743  ;Kec. Jamblang;Kab. Cirebon;Prov. Jawa Barat
021907  ;Kec. Subang;Kab. Subang;Prov. Jawa Barat
021739  ;Kec. Plered;Kab. Cirebon;Prov. Jawa Barat
021809  ;Kec. Krangkeng;Kab. Indramayu;Prov. Jawa Barat
021916  ;Kec. Compreng;Kab. Subang;Prov. Jawa Barat
021608  ;Kec. Cigasong;Kab. Majalengka;Prov. Jawa Barat
021812  ;Kec. Sliyeg;Kab. Indramayu;Prov. Jawa Barat
021828  ;Kec. Kedokan Bunder;Kab. Indramayu;Prov. Jawa Barat
021911  ;Kec. Patokbeusi;Kab. Subang;Prov. Jawa Barat
021830  ;Kec. Tukdana;Kab. Indramayu;Prov. Jawa Barat
021806  ;Kec. Bangodua;Kab. Indramayu;Prov. Jawa Barat
021801  ;Kec. Haurgeulis;Kab. Indramayu;Prov. Jawa Barat
021736  ;Kec. Pasaleman;Kab. Cirebon;Prov. Jawa Barat
021741  ;Kec. Greged;Kab. Cirebon;Prov. Jawa Barat
021818  ;Kec. Losarang;Kab. Indramayu;Prov. Jawa Barat
021919  ;Kec. Pamanukan;Kab. Subang;Prov. Jawa Barat
021824  ;Kec. Cantigi;Kab. Indramayu;Prov. Jawa Barat
021908  ;Kec. Kalijati;Kab. Subang;Prov. Jawa Barat
021811  ;Kec. Juntinyuat;Kab. Indramayu;Prov. Jawa Barat
021822  ;Kec. Sukra;Kab. Indramayu;Prov. Jawa Barat
021918  ;Kec. Ciasem;Kab. Subang;Prov. Jawa Barat
021904  ;Kec. Tanjung Siang;Kab. Subang;Prov. Jawa Barat
021810  ;Kec. Karangampel;Kab. Indramayu;Prov. Jawa Barat
021920  ;Kec. Pusakanagara;Kab. Subang;Prov. Jawa Barat
021816  ;Kec. Sindang;Kab. Indramayu;Prov. Jawa Barat
021921  ;Kec. Legon Kulon;Kab. Subang;Prov. Jawa Barat
021742  ;Kec. Suranenggala;Kab. Cirebon;Prov. Jawa Barat
021912  ;Kec. Purwadadi;Kab. Subang;Prov. Jawa Barat
021815  ;Kec. Indramayu;Kab. Indramayu;Prov. Jawa Barat
021903  ;Kec. Cisalak;Kab. Subang;Prov. Jawa Barat
021609  ;Kec. Sukahaji;Kab. Majalengka;Prov. Jawa Barat
021735  ;Kec. Gunung Jati;Kab. Cirebon;Prov. Jawa Barat
021813  ;Kec. Jatibarang;Kab. Indramayu;Prov. Jawa Barat
021922  ;Kec. Blanakan;Kab. Subang;Prov. Jawa Barat
021831  ;Kec. Patrol;Kab. Indramayu;Prov. Jawa Barat
021808  ;Kec. Kertasemaya;Kab. Indramayu;Prov. Jawa Barat
021915  ;Kec. Cipunagara;Kab. Subang;Prov. Jawa Barat
021740  ;Kec. Gempol;Kab. Cirebon;Prov. Jawa Barat
021909  ;Kec. Cipeundeuy;Kab. Subang;Prov. Jawa Barat
021807  ;Kec. Widasari;Kab. Indramayu;Prov. Jawa Barat
021923  ;Kec. Dawuan;Kab. Subang;Prov. Jawa Barat
021737  ;Kec. Pabuaran;Kab. Cirebon;Prov. Jawa Barat
021914  ;Kec. Pagaden;Kab. Subang;Prov. Jawa Barat
021610  ;Kec. Rajagaluh;Kab. Majalengka;Prov. Jawa Barat
021814  ;Kec. Balongan;Kab. Indramayu;Prov. Jawa Barat
021905  ;Kec. Cijambe;Kab. Subang;Prov. Jawa Barat
022128  ;Kec. Teluk Jambe Barat;Kab. Karawang;Prov. Jawa Barat
021924  ;Kec. Serang Panjang;Kab. Subang;Prov. Jawa Barat
022203  ;Kec. Cibarusah;Kab. Bekasi;Prov. Jawa Barat
021927  ;Kec. Pagaden Barat;Kab. Subang;Prov. Jawa Barat
022114  ;Kec. Kutawaluya;Kab. Karawang;Prov. Jawa Barat
022116  ;Kec. Pedes;Kab. Karawang;Prov. Jawa Barat
022115  ;Kec. Rengasdengklok;Kab. Karawang;Prov. Jawa Barat
021925  ;Kec. Kasomalang;Kab. Subang;Prov. Jawa Barat
022110  ;Kec. Telagasari;Kab. Karawang;Prov. Jawa Barat
022006  ;Kec. Darangdan;Kab. Purwakarta;Prov. Jawa Barat
022131  ;Kec. Tegalwaru;Kab. Karawang;Prov. Jawa Barat
022126  ;Kec. Cilamaya Wetan;Kab. Karawang;Prov. Jawa Barat
022209  ;Kec. Babelan;Kab. Bekasi;Prov. Jawa Barat
022107  ;Kec. Jatisari;Kab. Karawang;Prov. Jawa Barat
022123  ;Kec. Cilamaya Kulon;Kab. Karawang;Prov. Jawa Barat
022001  ;Kec. Jatiluhur;Kab. Purwakarta;Prov. Jawa Barat
022125  ;Kec. Kotabaru;Kab. Karawang;Prov. Jawa Barat
021926  ;Kec. Tambakdahan;Kab. Subang;Prov. Jawa Barat
022127  ;Kec. Purwasari;Kab. Karawang;Prov. Jawa Barat
022130  ;Kec. Karawang Timur;Kab. Karawang;Prov. Jawa Barat
021929  ;Kec. Ciater;Kab. Subang;Prov. Jawa Barat
022129  ;Kec. Teluk Jambe Timur;Kab. Karawang;Prov. Jawa Barat
021930  ;Kec. Sukasari;Kab. Subang;Prov. Jawa Barat
022015  ;Kec. Cibatu;Kab. Purwakarta;Prov. Jawa Barat
022112  ;Kec. Rawamerta;Kab. Karawang;Prov. Jawa Barat
022105  ;Kec. Cikampek;Kab. Karawang;Prov. Jawa Barat
022211  ;Kec. Tembelang;Kab. Bekasi;Prov. Jawa Barat
021928  ;Kec. Pusakajaya;Kab. Subang;Prov. Jawa Barat
022017  ;Kec. Pondok Salam;Kab. Purwakarta;Prov. Jawa Barat
022121  ;Kec. Majalaya;Kab. Karawang;Prov. Jawa Barat
022104  ;Kec. Klari;Kab. Karawang;Prov. Jawa Barat
022212  ;Kec. Sukatani;Kab. Bekasi;Prov. Jawa Barat
022007  ;Kec. Bojong;Kab. Purwakarta;Prov. Jawa Barat
021804  ;Kec. Cikedung;Kab. Indramayu;Prov. Jawa Barat
022109  ;Kec. Lemahabang;Kab. Karawang;Prov. Jawa Barat
021805  ;Kec. Lelea;Kab. Indramayu;Prov. Jawa Barat
022014  ;Kec. Babakancikao;Kab. Purwakarta;Prov. Jawa Barat
022122  ;Kec. Jayakerta;Kab. Karawang;Prov. Jawa Barat
022101  ;Kec. Pangkalan;Kab. Karawang;Prov. Jawa Barat
022010  ;Kec. Purwakarta;Kab. Purwakarta;Prov. Jawa Barat
022205  ;Kec. Kedung Waringin;Kab. Bekasi;Prov. Jawa Barat
022013  ;Kec. Kiarapedes;Kab. Purwakarta;Prov. Jawa Barat
021803  ;Kec. Gabuswetan;Kab. Indramayu;Prov. Jawa Barat
022102  ;Kec. Ciampel;Kab. Karawang;Prov. Jawa Barat
022210  ;Kec. Taruma Jaya;Kab. Bekasi;Prov. Jawa Barat
022119  ;Kec. Batujaya;Kab. Karawang;Prov. Jawa Barat
022124  ;Kec. Banyusari;Kab. Karawang;Prov. Jawa Barat
022113  ;Kec. Tempuran;Kab. Karawang;Prov. Jawa Barat
022133  ;Kec. Karawang Barat;Kab. Karawang;Prov. Jawa Barat
022132  ;Kec. Cilebar;Kab. Karawang;Prov. Jawa Barat
022011  ;Kec. Campaka;Kab. Purwakarta;Prov. Jawa Barat
022012  ;Kec. Sukasari;Kab. Purwakarta;Prov. Jawa Barat
022016  ;Kec. Bungursari;Kab. Purwakarta;Prov. Jawa Barat
022118  ;Kec. Tirtajaya;Kab. Karawang;Prov. Jawa Barat
022207  ;Kec. Cibitung;Kab. Bekasi;Prov. Jawa Barat
022120  ;Kec. Pakisjaya;Kab. Karawang;Prov. Jawa Barat
022106  ;Kec. Tirtamulya;Kab. Karawang;Prov. Jawa Barat
022009  ;Kec. Pasawahan;Kab. Purwakarta;Prov. Jawa Barat
022008  ;Kec. Wanayasa;Kab. Purwakarta;Prov. Jawa Barat
022218  ;Kec. Cikarang Barat;Kab. Bekasi;Prov. Jawa Barat
026017  ;Kec. Sumur Bandung;Kota Bandung;Prov. Jawa Barat
022005  ;Kec. Sukatani;Kab. Purwakarta;Prov. Jawa Barat
022217  ;Kec. Tambun Utara;Kab. Bekasi;Prov. Jawa Barat
022004  ;Kec. Plered;Kab. Purwakarta;Prov. Jawa Barat
022213  ;Kec. Pebayuran;Kab. Bekasi;Prov. Jawa Barat
022216  ;Kec. Tambun Selatan;Kab. Bekasi;Prov. Jawa Barat
022304  ;Kec. Cililin;Kab. Bandung Barat;Prov. Jawa Barat
026101  ;Kec. Kota Bogor Selatan;Kota Bogor;Prov. Jawa Barat
022301  ;Kec. Rongga;Kab. Bandung Barat;Prov. Jawa Barat
026030  ;Kec. Mandalajati;Kota Bandung;Prov. Jawa Barat
026029  ;Kec. Cinambo;Kota Bandung;Prov. Jawa Barat
026024  ;Kec. Sukajadi;Kota Bandung;Prov. Jawa Barat
026022  ;Kec. Cibeunying Kaler;Kota Bandung;Prov. Jawa Barat
026027  ;Kec. Gedebage;Kota Bandung;Prov. Jawa Barat
022306  ;Kec. Cipongkor;Kab. Bandung Barat;Prov. Jawa Barat
022308  ;Kec. Cipatat;Kab. Bandung Barat;Prov. Jawa Barat
026008  ;Kec. Bandung Kidul;Kota Bandung;Prov. Jawa Barat
026020  ;Kec. Bandung Wetan;Kota Bandung;Prov. Jawa Barat
026026  ;Kec. Cidadap;Kota Bandung;Prov. Jawa Barat
022313  ;Kec. Cisarua;Kab. Bandung Barat;Prov. Jawa Barat
022309  ;Kec. Padalarang;Kab. Bandung Barat;Prov. Jawa Barat
022303  ;Kec. Sindangkerta;Kab. Bandung Barat;Prov. Jawa Barat
026009  ;Kec. Buah Batu;Kota Bandung;Prov. Jawa Barat
022223  ;Kec. Bojong Mangu;Kab. Bekasi;Prov. Jawa Barat
022224  ;Kec. Cikarang Pusat;Kab. Bekasi;Prov. Jawa Barat
022003  ;Kec. Tegalwaru;Kab. Purwakarta;Prov. Jawa Barat
022227  ;Kec. Serang Baru;Kab. Bekasi;Prov. Jawa Barat
026025  ;Kec. Sukasari;Kota Bandung;Prov. Jawa Barat
026015  ;Kec. Kiaracondong;Kota Bandung;Prov. Jawa Barat
026004  ;Kec. Bojong Loa Kidul;Kota Bandung;Prov. Jawa Barat
022302  ;Kec. Gununghalu;Kab. Bandung Barat;Prov. Jawa Barat
022311  ;Kec. Parongpong;Kab. Bandung Barat;Prov. Jawa Barat
026002  ;Kec. Babakan Ciparay;Kota Bandung;Prov. Jawa Barat
026005  ;Kec. Astananyar;Kota Bandung;Prov. Jawa Barat
026023  ;Kec. Coblong;Kota Bandung;Prov. Jawa Barat
026003  ;Kec. Bojong Loa Kaler;Kota Bandung;Prov. Jawa Barat
022225  ;Kec. Sukakarya;Kab. Bekasi;Prov. Jawa Barat
026021  ;Kec. Cibeunying Kidul;Kota Bandung;Prov. Jawa Barat
026103  ;Kec. Kota Bogor Utara;Kota Bogor;Prov. Jawa Barat
022307  ;Kec. Batujajar;Kab. Bandung Barat;Prov. Jawa Barat
022310  ;Kec. Ngamprah;Kab. Bandung Barat;Prov. Jawa Barat
026028  ;Kec. Panyileukan;Kota Bandung;Prov. Jawa Barat
022215  ;Kec. Muara Gembong;Kab. Bekasi;Prov. Jawa Barat
026013  ;Kec. Arcamanik;Kota Bandung;Prov. Jawa Barat
026031  ;Kec. Antapani;Kota Bandung;Prov. Jawa Barat
026006  ;Kec. Regol;Kota Bandung;Prov. Jawa Barat
026011  ;Kec. Cibiru;Kota Bandung;Prov. Jawa Barat
026102  ;Kec. Kota Bogor Timur;Kota Bogor;Prov. Jawa Barat
022314  ;Kec. Cikalong Wetan;Kab. Bandung Barat;Prov. Jawa Barat
022305  ;Kec. Cihampelas;Kab. Bandung Barat;Prov. Jawa Barat
022315  ;Kec. Cipeundeuy;Kab. Bandung Barat;Prov. Jawa Barat
022214  ;Kec. Cabangbungin;Kab. Bekasi;Prov. Jawa Barat
026018  ;Kec. Andir;Kota Bandung;Prov. Jawa Barat
026016  ;Kec. Batununggal;Kota Bandung;Prov. Jawa Barat
026010  ;Kec. Rancasari;Kota Bandung;Prov. Jawa Barat
026019  ;Kec. Cicendo;Kota Bandung;Prov. Jawa Barat
022226  ;Kec. Sukawangi;Kab. Bekasi;Prov. Jawa Barat
026012  ;Kec. Ujungberung;Kota Bandung;Prov. Jawa Barat
022312  ;Kec. Lembang;Kab. Bandung Barat;Prov. Jawa Barat
030101  ;Kec. Dayeuhluhur;Kab. Cilacap;Prov. Jawa Tengah
026803  ;Kec. Kawalu;Kota Tasikmalaya;Prov. Jawa Barat
026511  ;Kec. Mustika Jaya;Kota Bekasi;Prov. Jawa Barat
026807  ;Kec. Cihideung;Kota Tasikmalaya;Prov. Jawa Barat
026604  ;Kec. Cimanggis;Kota Depok;Prov. Jawa Barat
026201  ;Kec. Baros;Kota Sukabumi;Prov. Jawa Barat
026610  ;Kec. Tapos;Kota Depok;Prov. Jawa Barat
026901  ;Kec. Banjar;Kota Banjar;Prov. Jawa Barat
026507  ;Kec. Bekasi Utara;Kota Bekasi;Prov. Jawa Barat
026302  ;Kec. Lemahwungkuk;Kota Cirebon;Prov. Jawa Barat
026808  ;Kec. Tawang;Kota Tasikmalaya;Prov. Jawa Barat
026305  ;Kec. Kejaksan;Kota Cirebon;Prov. Jawa Barat
026506  ;Kec. Bekasi Barat;Kota Bekasi;Prov. Jawa Barat
026512  ;Kec. Pondok Melati;Kota Bekasi;Prov. Jawa Barat
026601  ;Kec. Sawangan;Kota Depok;Prov. Jawa Barat
026701  ;Kec. Cimahi Selatan;Kota Cimahi;Prov. Jawa Barat
026304  ;Kec. Kesambi;Kota Cirebon;Prov. Jawa Barat
026804  ;Kec. Mangkubumi;Kota Tasikmalaya;Prov. Jawa Barat
030102  ;Kec. Wanareja;Kab. Cilacap;Prov. Jawa Tengah
026303  ;Kec. Pekalipan;Kota Cirebon;Prov. Jawa Barat
026801  ;Kec. Cibeureum;Kota Tasikmalaya;Prov. Jawa Barat
026503  ;Kec. Bantargebang;Kota Bekasi;Prov. Jawa Barat
026611  ;Kec. Bojongsari;Kota Depok;Prov. Jawa Barat
026904  ;Kec. Langensari;Kota Banjar;Prov. Jawa Barat
030107  ;Kec. Sidareja;Kab. Cilacap;Prov. Jawa Tengah
026206  ;Kec. Lembur Situ;Kota Sukabumi;Prov. Jawa Barat
026510  ;Kec. Rawalumbu;Kota Bekasi;Prov. Jawa Barat
026902  ;Kec. Purwaharja;Kota Banjar;Prov. Jawa Barat
030108  ;Kec. Kedungreja;Kab. Cilacap;Prov. Jawa Tengah
026607  ;Kec. Cipayung;Kota Depok;Prov. Jawa Barat
030104  ;Kec. Cimanggu;Kab. Cilacap;Prov. Jawa Tengah
030106  ;Kec. Cipari;Kab. Cilacap;Prov. Jawa Tengah
026502  ;Kec. Jatiasih;Kota Bekasi;Prov. Jawa Barat
026501  ;Kec. Pondokgede;Kota Bekasi;Prov. Jawa Barat
026805  ;Kec. Indihiang;Kota Tasikmalaya;Prov. Jawa Barat
026703  ;Kec. Cimahi Utara;Kota Cimahi;Prov. Jawa Barat
030103  ;Kec. Majenang;Kab. Cilacap;Prov. Jawa Tengah
026606  ;Kec. Limo;Kota Depok;Prov. Jawa Barat
026609  ;Kec. Cinere;Kota Depok;Prov. Jawa Barat
022222  ;Kec. Cikarang Timur;Kab. Bekasi;Prov. Jawa Barat
026504  ;Kec. Bekasi Timur;Kota Bekasi;Prov. Jawa Barat
026105  ;Kec. Kota Bogor Barat;Kota Bogor;Prov. Jawa Barat
022221  ;Kec. Cikarang Selatan;Kab. Bekasi;Prov. Jawa Barat
026207  ;Kec. Cibeureum;Kota Sukabumi;Prov. Jawa Barat
026509  ;Kec. Medan Satria;Kota Bekasi;Prov. Jawa Barat
026605  ;Kec. Beji;Kota Depok;Prov. Jawa Barat
026505  ;Kec. Bekasi Selatan;Kota Bekasi;Prov. Jawa Barat
026810  ;Kec. Bungursari;Kota Tasikmalaya;Prov. Jawa Barat
026809  ;Kec. Purbaratu;Kota Tasikmalaya;Prov. Jawa Barat
026603  ;Kec. Sukmajaya;Kota Depok;Prov. Jawa Barat
026802  ;Kec. Tamansari;Kota Tasikmalaya;Prov. Jawa Barat
026508  ;Kec. Jati Sampurna;Kota Bekasi;Prov. Jawa Barat
026602  ;Kec. Pancoran Mas;Kota Depok;Prov. Jawa Barat
026806  ;Kec. Cipedes;Kota Tasikmalaya;Prov. Jawa Barat
030105  ;Kec. Karangpucung;Kab. Cilacap;Prov. Jawa Tengah
026104  ;Kec. Kota Bogor Tengah;Kota Bogor;Prov. Jawa Barat
026903  ;Kec. Pataruman;Kota Banjar;Prov. Jawa Barat
026301  ;Kec. Harjamukti;Kota Cirebon;Prov. Jawa Barat
026702  ;Kec. Cimahi Tengah;Kota Cimahi;Prov. Jawa Barat
026106  ;Kec. Tanah Sereal;Kota Bogor;Prov. Jawa Barat
030216  ;Kec. Pekuncen;Kab. Banyumas;Prov. Jawa Tengah
030221  ;Kec. Sumbang;Kab. Banyumas;Prov. Jawa Tengah
030117  ;Kec. Maos;Kab. Cilacap;Prov. Jawa Tengah
030227  ;Kec. Purwokerto Utara;Kab. Banyumas;Prov. Jawa Tengah
030213  ;Kec. Purwojati;Kab. Banyumas;Prov. Jawa Tengah
030215  ;Kec. Gumelar;Kab. Banyumas;Prov. Jawa Tengah
030309  ;Kec. Kutasari;Kab. Purbalingga;Prov. Jawa Tengah
030308  ;Kec. Padamara;Kab. Purbalingga;Prov. Jawa Tengah
030205  ;Kec. Kebasen;Kab. Banyumas;Prov. Jawa Tengah
030122  ;Kec. Cilacap Selatan;Kab. Cilacap;Prov. Jawa Tengah
030301  ;Kec. Kemangkon;Kab. Purbalingga;Prov. Jawa Tengah
030212  ;Kec. Patikraja;Kab. Banyumas;Prov. Jawa Tengah
030207  ;Kec. Sumpiuh;Kab. Banyumas;Prov. Jawa Tengah
030124  ;Kec. Cilacap Utara;Kab. Cilacap;Prov. Jawa Tengah
030202  ;Kec. Wangon;Kab. Banyumas;Prov. Jawa Tengah
030206  ;Kec. Kemranjen;Kab. Banyumas;Prov. Jawa Tengah
030115  ;Kec. Kesugihan;Kab. Cilacap;Prov. Jawa Tengah
030209  ;Kec. Somagede;Kab. Banyumas;Prov. Jawa Tengah
030118  ;Kec. Sampang;Kab. Cilacap;Prov. Jawa Tengah
030203  ;Kec. Jatilawang;Kab. Banyumas;Prov. Jawa Tengah
030120  ;Kec. Binangun;Kab. Cilacap;Prov. Jawa Tengah
030315  ;Kec. Karangmoncol;Kab. Purbalingga;Prov. Jawa Tengah
030116  ;Kec. Adipala;Kab. Cilacap;Prov. Jawa Tengah
030225  ;Kec. Purwokerto Barat;Kab. Banyumas;Prov. Jawa Tengah
030121  ;Kec. Nusawungu;Kab. Cilacap;Prov. Jawa Tengah
030310  ;Kec. Bojongsari;Kab. Purbalingga;Prov. Jawa Tengah
030224  ;Kec. Purwokerto Selatan;Kab. Banyumas;Prov. Jawa Tengah
030223  ;Kec. Sokaraja;Kab. Banyumas;Prov. Jawa Tengah
030318  ;Kec. Kertanegara;Kab. Purbalingga;Prov. Jawa Tengah
030123  ;Kec. Cilacap Tengah;Kab. Cilacap;Prov. Jawa Tengah
030219  ;Kec. Kedung Banteng;Kab. Banyumas;Prov. Jawa Tengah
030317  ;Kec. Karangjambu;Kab. Purbalingga;Prov. Jawa Tengah
030109  ;Kec. Patimuan;Kab. Cilacap;Prov. Jawa Tengah
030222  ;Kec. Kembaran;Kab. Banyumas;Prov. Jawa Tengah
030302  ;Kec. Bukateja;Kab. Purbalingga;Prov. Jawa Tengah
030214  ;Kec. Ajibarang;Kab. Banyumas;Prov. Jawa Tengah
030208  ;Kec. Tambak;Kab. Banyumas;Prov. Jawa Tengah
030218  ;Kec. Karanglewas;Kab. Banyumas;Prov. Jawa Tengah
030119  ;Kec. Kroya;Kab. Cilacap;Prov. Jawa Tengah
030210  ;Kec. Kalibagor;Kab. Banyumas;Prov. Jawa Tengah
030204  ;Kec. Rawalo;Kab. Banyumas;Prov. Jawa Tengah
026203  ;Kec. Warudoyong;Kota Sukabumi;Prov. Jawa Barat
030311  ;Kec. Mrebet;Kab. Purbalingga;Prov. Jawa Tengah
030211  ;Kec. Banyumas;Kab. Banyumas;Prov. Jawa Tengah
030312  ;Kec. Bobotsari;Kab. Purbalingga;Prov. Jawa Tengah
030303  ;Kec. Kejobong;Kab. Purbalingga;Prov. Jawa Tengah
030314  ;Kec. Karanganyar;Kab. Purbalingga;Prov. Jawa Tengah
030304  ;Kec. Pengadegan;Kab. Purbalingga;Prov. Jawa Tengah
026205  ;Kec. Cikole;Kota Sukabumi;Prov. Jawa Barat
030201  ;Kec. Lumbir;Kab. Banyumas;Prov. Jawa Tengah
030110  ;Kec. Gandrungmangu;Kab. Cilacap;Prov. Jawa Tengah
030402  ;Kec. Purworejo/ Klampok;Kab. Banjarnegara;Prov. Jawa Tengah
030313  ;Kec. Karangreja;Kab. Purbalingga;Prov. Jawa Tengah
030306  ;Kec. Purbalingga;Kab. Purbalingga;Prov. Jawa Tengah
030305  ;Kec. Kaligondang;Kab. Purbalingga;Prov. Jawa Tengah
030226  ;Kec. Purwokerto Timur;Kab. Banyumas;Prov. Jawa Tengah
030316  ;Kec. Rembang;Kab. Purbalingga;Prov. Jawa Tengah
030307  ;Kec. Kalimanah;Kab. Purbalingga;Prov. Jawa Tengah
026204  ;Kec. Gunung Puyuh;Kota Sukabumi;Prov. Jawa Barat
030220  ;Kec. Baturaden;Kab. Banyumas;Prov. Jawa Tengah
030416  ;Kec. Batur;Kab. Banjarnegara;Prov. Jawa Tengah
030609  ;Kec. Kutoarjo;Kab. Purworejo;Prov. Jawa Tengah
030511  ;Kec. Alian;Kab. Kebumen;Prov. Jawa Tengah
030420  ;Kec. Pagedongan;Kab. Banjarnegara;Prov. Jawa Tengah
030502  ;Kec. Buayan;Kab. Kebumen;Prov. Jawa Tengah
030514  ;Kec. Sruweng;Kab. Kebumen;Prov. Jawa Tengah
030520  ;Kec. Karanganyar;Kab. Kebumen;Prov. Jawa Tengah
030508  ;Kec. Mirit;Kab. Kebumen;Prov. Jawa Tengah
030411  ;Kec. Rakit;Kab. Banjarnegara;Prov. Jawa Tengah
030407  ;Kec. Sigaluh;Kab. Banjarnegara;Prov. Jawa Tengah
030608  ;Kec. Bayan;Kab. Purworejo;Prov. Jawa Tengah
030415  ;Kec. Pejawaran;Kab. Banjarnegara;Prov. Jawa Tengah
030418  ;Kec. Kalibening;Kab. Banjarnegara;Prov. Jawa Tengah
030614  ;Kec. Gebang;Kab. Purworejo;Prov. Jawa Tengah
030612  ;Kec. Kemiri;Kab. Purworejo;Prov. Jawa Tengah
030616  ;Kec. Bener;Kab. Purworejo;Prov. Jawa Tengah
030412  ;Kec. Punggelan;Kab. Banjarnegara;Prov. Jawa Tengah
030501  ;Kec. Ayah;Kab. Kebumen;Prov. Jawa Tengah
030417  ;Kec. Wanayasa;Kab. Banjarnegara;Prov. Jawa Tengah
030518  ;Kec. Sempor;Kab. Kebumen;Prov. Jawa Tengah
030509  ;Kec. Prembun;Kab. Kebumen;Prov. Jawa Tengah
030505  ;Kec. Klirong;Kab. Kebumen;Prov. Jawa Tengah
030114  ;Kec. Jeruklegi;Kab. Cilacap;Prov. Jawa Tengah
030516  ;Kec. Kuwarasan;Kab. Kebumen;Prov. Jawa Tengah
030113  ;Kec. Kampung Laut;Kab. Cilacap;Prov. Jawa Tengah
030601  ;Kec. Grabag;Kab. Purworejo;Prov. Jawa Tengah
030611  ;Kec. Pituruh;Kab. Purworejo;Prov. Jawa Tengah
030507  ;Kec. Ambal;Kab. Kebumen;Prov. Jawa Tengah
030519  ;Kec. Gombong;Kab. Kebumen;Prov. Jawa Tengah
030613  ;Kec. Bruno;Kab. Purworejo;Prov. Jawa Tengah
030413  ;Kec. Karangkobar;Kab. Banjarnegara;Prov. Jawa Tengah
030504  ;Kec. Petanahan;Kab. Kebumen;Prov. Jawa Tengah
030506  ;Kec. Bulupesantren;Kab. Kebumen;Prov. Jawa Tengah
030606  ;Kec. Purworejo;Kab. Purworejo;Prov. Jawa Tengah
030610  ;Kec. Butuh;Kab. Purworejo;Prov. Jawa Tengah
030525  ;Kec. Poncowarno;Kab. Kebumen;Prov. Jawa Tengah
030603  ;Kec. Purwodadi;Kab. Purworejo;Prov. Jawa Tengah
030517  ;Kec. Rowokele;Kab. Kebumen;Prov. Jawa Tengah
