id_wil;kecamatan;kabupaten;provinsi
070907  ;Kec. Barus;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070707  ;Kec. Pangkatan;Kab. Labuhan Batu;Prov. Sumatera Utara
070912  ;Kec. Badiri;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070818  ;Kec. Muara;Kab. Tapanuli Utara;Prov. Sumatera Utara
070902  ;Kec. Sibabangun;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070805  ;Kec. Sipoholon;Kab. Tapanuli Utara;Prov. Sumatera Utara
070909  ;Kec. Sosor Gadong;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070607  ;Kec. Air Batu;Kab. Asahan;Prov. Sumatera Utara
070911  ;Kec. Andam Dewi;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070708  ;Kec. Bilah Barat;Kab. Labuhan Batu;Prov. Sumatera Utara
070822  ;Kec. Simangumban;Kab. Tapanuli Utara;Prov. Sumatera Utara
070317  ;Kec. Dolat Rayat;Kab. Karo;Prov. Sumatera Utara
070713  ;Kec. Bilah Hilir;Kab. Labuhan Batu;Prov. Sumatera Utara
070803  ;Kec. Parmonangan;Kab. Tapanuli Utara;Prov. Sumatera Utara
070811  ;Kec. Sipahutar;Kab. Tapanuli Utara;Prov. Sumatera Utara
070914  ;Kec. Sirandorung;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070917  ;Kec. Sukabangun;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070813  ;Kec. Pagaran;Kab. Tapanuli Utara;Prov. Sumatera Utara
070904  ;Kec. Tapian Nauli;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070316  ;Kec. Merdeka;Kab. Karo;Prov. Sumatera Utara
070804  ;Kec. Adian Koting;Kab. Tapanuli Utara;Prov. Sumatera Utara
070903  ;Kec. Pandan;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070913  ;Kec. Sitahuis;Kab. Tapanuli Tengah;Prov. Sumatera Utara
070625  ;Kec. Aek Ledong;Kab. Asahan;Prov. Sumatera Utara
071123  ;Kec. Ulugawo;Kab. Nias;Prov. Sumatera Utara
071616  ;Kec. Uluan;Kab. Toba Samosir;Prov. Sumatera Utara
071514  ;Kec. Lembah Sorik Merapi;Kab. Mandailing Natal;Prov. Sumatera Utara
071010  ;Kec. Batang Toru;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071603  ;Kec. Balige;Kab. Toba Samosir;Prov. Sumatera Utara
071517  ;Kec. Langga Bayu;Kab. Mandailing Natal;Prov. Sumatera Utara
071032  ;Angkola Selatan;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071624  ;Kec. Parmaksian;Kab. Toba Samosir;Prov. Sumatera Utara
071702  ;Kec. Teluk Dalam;Kab. Nias Selatan;Prov. Sumatera Utara
071508  ;Kec. Siabu;Kab. Mandailing Natal;Prov. Sumatera Utara
071504  ;Kec. Muara Sipongi;Kab. Mandailing Natal;Prov. Sumatera Utara
071027  ;Kec. Aek Bilah;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071029  ;Kec. Muaro Batang Toru;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071607  ;Kec. Porsea;Kab. Toba Samosir;Prov. Sumatera Utara
071034  ;Tantom Angkola;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071506  ;Kec. Natal;Kab. Mandailing Natal;Prov. Sumatera Utara
071706  ;Kec. Lolomatua;Kab. Nias Selatan;Prov. Sumatera Utara
071503  ;Kec. Kotanopan;Kab. Mandailing Natal;Prov. Sumatera Utara
071621  ;Kec. Nassau;Kab. Toba Samosir;Prov. Sumatera Utara
071505  ;Kec. Panyabungan Kota;Kab. Mandailing Natal;Prov. Sumatera Utara
071113  ;Kec. Hiliduho;Kab. Nias;Prov. Sumatera Utara
071705  ;Kec. Gomo;Kab. Nias Selatan;Prov. Sumatera Utara
071033  ;Angkola Timur;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071608  ;Kec. Lumban Julu;Kab. Toba Samosir;Prov. Sumatera Utara
071511  ;Kec. Panyabungan Timur;Kab. Mandailing Natal;Prov. Sumatera Utara
070623  ;Kec. Aek Songsongan;Kab. Asahan;Prov. Sumatera Utara
071516  ;Kec. Tambangan;Kab. Mandailing Natal;Prov. Sumatera Utara
071132  ;Kec. Hili Serangkai;Kab. Nias;Prov. Sumatera Utara
071707  ;Kec. Lolowa`U;Kab. Nias Selatan;Prov. Sumatera Utara
071030  ;Angkola Barat;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071617  ;Kec. Pintu Pohan Meranti;Kab. Toba Samosir;Prov. Sumatera Utara
071502  ;Kec. Batang Natal;Kab. Mandailing Natal;Prov. Sumatera Utara
070920  ;Pasaribu Tobing;Kab. Tapanuli Tengah;Prov. Sumatera Utara
071606  ;Kec. Silaen;Kab. Toba Samosir;Prov. Sumatera Utara
071625  ;Kec. Bonatua Lunasi;Kab. Toba Samosir;Prov. Sumatera Utara
071190  ;Sogaeadu;Kab. Nias;Prov. Sumatera Utara
071133  ;Kec. Botomuzoi;Kab. Nias;Prov. Sumatera Utara
071509  ;Kec. Panyabungan Utara;Kab. Mandailing Natal;Prov. Sumatera Utara
071031  ;Angkola Sangkunur;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071125  ;Kec. Ma U;Kab. Nias;Prov. Sumatera Utara
071106  ;Kec. Idano Gawo;Kab. Nias;Prov. Sumatera Utara
071512  ;Kec. Panyabungan Selatan;Kab. Mandailing Natal;Prov. Sumatera Utara
071510  ;Kec. Panyabungan Barat;Kab. Mandailing Natal;Prov. Sumatera Utara
071507  ;Kec. Muara Batang Gadis;Kab. Mandailing Natal;Prov. Sumatera Utara
071515  ;Kec. Ulu Pungut;Kab. Mandailing Natal;Prov. Sumatera Utara
071622  ;Kec. Sigumpar;Kab. Toba Samosir;Prov. Sumatera Utara
071619  ;Kec. Borbor;Kab. Toba Samosir;Prov. Sumatera Utara
071618  ;Kec. Ajibata;Kab. Toba Samosir;Prov. Sumatera Utara
071604  ;Kec. Lagu Boti;Kab. Toba Samosir;Prov. Sumatera Utara
071107  ;Kec. Gido;Kab. Nias;Prov. Sumatera Utara
071501  ;Kec. Batahan;Kab. Mandailing Natal;Prov. Sumatera Utara
070621  ;Kec. Kisaran Barat;Kab. Asahan;Prov. Sumatera Utara
071623  ;Kec. Siantar Narumonda;Kab. Toba Samosir;Prov. Sumatera Utara
071703  ;Kec. Amandraya;Kab. Nias Selatan;Prov. Sumatera Utara
071001  ;Kec. Batang Angkola;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071704  ;Kec. Lahusa;Kab. Nias Selatan;Prov. Sumatera Utara
071119  ;Kec. Bawalato;Kab. Nias;Prov. Sumatera Utara
071126  ;Kec. Somolo-Molo;Kab. Nias;Prov. Sumatera Utara
071620  ;Kec. Tampahan;Kab. Toba Samosir;Prov. Sumatera Utara
070622  ;Kec. Kisaran Timur;Kab. Asahan;Prov. Sumatera Utara
071605  ;Kec. Habinsaran;Kab. Toba Samosir;Prov. Sumatera Utara
072102  ;Kec. Dolok Masihul;Kab. Serdang Bedagai;Prov. Sumatera Utara
071901  ;Kec. Pakkat;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071908  ;Kec. Bakti Raja;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071902  ;Kec. Onan Ganjang;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071026  ;Kec. Sayur Matinggi;Kab. Tapanuli Selatan;Prov. Sumatera Utara
071904  ;Kec. Dolok Sanggul;Kab. Humbang Hasudutan;Prov. Sumatera Utara
072204  ;Kec. Sei Balai;Kab. Batubara;Prov. Sumatera Utara
071715  ;Kec. Aramo;Kab. Nias Selatan;Prov. Sumatera Utara
072202  ;Kec. Air Putih;Kab. Batubara;Prov. Sumatera Utara
071807  ;Kec. Tinada;Kab. Pak pak Bharat;Prov. Sumatera Utara
071713  ;Kec. Mazino;Kab. Nias Selatan;Prov. Sumatera Utara
071016  ;Kec. Saipar Dolok Hole;Kab. Tapanuli Selatan;Prov. Sumatera Utara
072107  ;Kec. Tanjung Beringin;Kab. Serdang Bedagai;Prov. Sumatera Utara
072205  ;Kec. Sei Suka;Kab. Batubara;Prov. Sumatera Utara
071905  ;Kec. Parlilitan;Kab. Humbang Hasudutan;Prov. Sumatera Utara
072106  ;Kec. Bandar Khalifah;Kab. Serdang Bedagai;Prov. Sumatera Utara
071801  ;Kec. Salak;Kab. Pak pak Bharat;Prov. Sumatera Utara
071710  ;Kec. Maniamolo;Kab. Nias Selatan;Prov. Sumatera Utara
072101  ;Kec. Kotarih;Kab. Serdang Bedagai;Prov. Sumatera Utara
072003  ;Kec. Onan Runggu Timur;Kab. Samosir;Prov. Sumatera Utara
072110  ;Kec. Perbaungan;Kab. Serdang Bedagai;Prov. Sumatera Utara
072112  ;Kec. Silinda;Kab. Serdang Bedagai;Prov. Sumatera Utara
072008  ;Kec. Ronggur Nihuta;Kab. Samosir;Prov. Sumatera Utara
072109  ;Kec. Sei Rampah;Kab. Serdang Bedagai;Prov. Sumatera Utara
071712  ;Kec. Toma;Kab. Nias Selatan;Prov. Sumatera Utara
072007  ;Kec. Nainggolan;Kab. Samosir;Prov. Sumatera Utara
071718  ;Kec. Fanayama;Kab. Nias Selatan;Prov. Sumatera Utara
072004  ;Kec. Palipi;Kab. Samosir;Prov. Sumatera Utara
072206  ;Kec. Talawi;Kab. Batubara;Prov. Sumatera Utara
072115  ;Kec. Tebing Syahbandar;Kab. Serdang Bedagai;Prov. Sumatera Utara
071025  ;Kec. Marancar;Kab. Tapanuli Selatan;Prov. Sumatera Utara
072105  ;Kec. Tebing Tinggi;Kab. Serdang Bedagai;Prov. Sumatera Utara
072116  ;Kec. Sei Bamban;Kab. Serdang Bedagai;Prov. Sumatera Utara
071907  ;Kec. Paranginan;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071906  ;Kec. Pollung;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071899  ;Sitelu Tali Urang Julu;Kab. Pak pak Bharat;Prov. Sumatera Utara
071802  ;Kec. Kerajaan;Kab. Pak pak Bharat;Prov. Sumatera Utara
071805  ;Kec. Pangindar;Kab. Pak pak Bharat;Prov. Sumatera Utara
071910  ;Kec. Tarabintang;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071717  ;Kec. Mazo;Kab. Nias Selatan;Prov. Sumatera Utara
072001  ;Kec. Harian;Kab. Samosir;Prov. Sumatera Utara
072117  ;Kec. Pegajahan;Kab. Serdang Bedagai;Prov. Sumatera Utara
071806  ;Kec. Pergetteng-getteng Sengku;Kab. Pak pak Bharat;Prov. Sumatera Utara
072203  ;Kec. Lima Puluh;Kab. Batubara;Prov. Sumatera Utara
071808  ;Kec. Siempat Rube;Kab. Pak pak Bharat;Prov. Sumatera Utara
071909  ;Kec. Sijamapolang;Kab. Humbang Hasudutan;Prov. Sumatera Utara
071903  ;Kec. Lintong Nihuta;Kab. Humbang Hasudutan;Prov. Sumatera Utara
072108  ;Kec. Teluk Mengkudu;Kab. Serdang Bedagai;Prov. Sumatera Utara
072103  ;Kec. Sipispis;Kab. Serdang Bedagai;Prov. Sumatera Utara
071803  ;Kec. Sitelutali Urang Jehe;Kab. Pak pak Bharat;Prov. Sumatera Utara
072111  ;Kec. Pantai Cermin;Kab. Serdang Bedagai;Prov. Sumatera Utara
072002  ;Kec. Sianjur Mula Mula;Kab. Samosir;Prov. Sumatera Utara
072114  ;Kec. Serbajadi;Kab. Serdang Bedagai;Prov. Sumatera Utara
072104  ;Kec. Dolok Merawan;Kab. Serdang Bedagai;Prov. Sumatera Utara
072113  ;Kec. Bintang Bayu;Kab. Serdang Bedagai;Prov. Sumatera Utara
071711  ;Kec. Hilimegai;Kab. Nias Selatan;Prov. Sumatera Utara
072006  ;Kec. Simanindo;Kab. Samosir;Prov. Sumatera Utara
071714  ;Kec. Umbunasi;Kab. Nias Selatan;Prov. Sumatera Utara
072009  ;Kec. Sitiotio;Kab. Samosir;Prov. Sumatera Utara
072804  ;Kec. Sawo;Kab. Nias Utara;Prov. Sumatera Utara
072811  ;Kec. Lahewa Timur;Kab. Nias Utara;Prov. Sumatera Utara
072803  ;Kec. Sitolu Ori;Kab. Nias Utara;Prov. Sumatera Utara
076003  ;Kec. Medan Amplas;Kota Medan;Prov. Sumatera Utara
076014  ;Kec. Medan Barat;Kota Medan;Prov. Sumatera Utara
072507  ;Kec. Kualuh Leidong;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072603  ;Kec. Kota Pinang;Kab. Labuhan Batu Selatan;Prov. Sumatera Utara
072702  ;Kec. Sirombu;Kab. Nias Barat;Prov. Sumatera Utara
072404  ;Kec. Batang Lubu Sutam.;Kab. Padang Lawas;Prov. Sumatera Utara
072502  ;Kec. Aek Natas;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072401  ;Kec. Barumun;Kab. Padang Lawas;Prov. Sumatera Utara
076009  ;Kec. Medan Baru;Kota Medan;Prov. Sumatera Utara
076016  ;Kec. Medan Perjuangan;Kota Medan;Prov. Sumatera Utara
072806  ;Kec. Namohalu Esiwa;Kab. Nias Utara;Prov. Sumatera Utara
072501  ;Kec. Na IX-X;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072407  ;Kec. Huristak;Kab. Padang Lawas;Prov. Sumatera Utara
072805  ;Kec. Alasa;Kab. Nias Utara;Prov. Sumatera Utara
076015  ;Kec. Medan Timur;Kota Medan;Prov. Sumatera Utara
072304  ;Kec. Dolok Sxigompulon;Kab. Padang Lawas utara;Prov. Sumatera Utara
072706  ;Kec. Moro O;Kab. Nias Barat;Prov. Sumatera Utara
072503  ;Kec. Aek Kuo;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072504  ;Kec. Kualuh Hilir;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072809  ;Kec. Lahewa;Kab. Nias Utara;Prov. Sumatera Utara
072705  ;Kec. Mandrehe Barat;Kab. Nias Barat;Prov. Sumatera Utara
072410  ;Kec. Barumun Selatan;Kab. Padang Lawas;Prov. Sumatera Utara
072810  ;Kec. Afulu;Kab. Nias Utara;Prov. Sumatera Utara
072402  ;Kec. Sosa;Kab. Padang Lawas;Prov. Sumatera Utara
072408  ;Kec. Ulu Barumun;Kab. Padang Lawas;Prov. Sumatera Utara
076008  ;Kec. Medan Polonia;Kota Medan;Prov. Sumatera Utara
072305  ;Kec. Portibi;Kab. Padang Lawas utara;Prov. Sumatera Utara
072506  ;Kec. Kualuh Hulu;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072403  ;Kec. Barumun Tengah;Kab. Padang Lawas;Prov. Sumatera Utara
072405  ;Kec. Huta Raja Tinggi;Kab. Padang Lawas;Prov. Sumatera Utara
072708  ;Kec. Ulo Moro O;Kab. Nias Barat;Prov. Sumatera Utara
072605  ;Kec. Kampung Rakyat;Kab. Labuhan Batu Selatan;Prov. Sumatera Utara
072406  ;Kec. Lubuk Barumun;Kab. Padang Lawas;Prov. Sumatera Utara
076006  ;Kec. Medan Kota;Kota Medan;Prov. Sumatera Utara
072390  ;Hulu Sihapas;Kab. Padang Lawas utara;Prov. Sumatera Utara
072307  ;Kec. Batang Onang;Kab. Padang Lawas utara;Prov. Sumatera Utara
072807  ;Kec. Alasa Talu Muzoi;Kab. Nias Utara;Prov. Sumatera Utara
072704  ;Kec. Mandrehe;Kab. Nias Barat;Prov. Sumatera Utara
072802  ;Kec. Lotu;Kab. Nias Utara;Prov. Sumatera Utara
072604  ;Kec. Silangkitang;Kab. Labuhan Batu Selatan;Prov. Sumatera Utara
072703  ;Kec. Lahomi;Kab. Nias Barat;Prov. Sumatera Utara
076007  ;Kec. Medan Maimun;Kota Medan;Prov. Sumatera Utara
072409  ;Kec. Sosopan;Kab. Padang Lawas;Prov. Sumatera Utara
076002  ;Kec. Medan Johor;Kota Medan;Prov. Sumatera Utara
072601  ;Kec. Sungai Kanan;Kab. Labuhan Batu Selatan;Prov. Sumatera Utara
072306  ;Kec. Simangambat;Kab. Padang Lawas utara;Prov. Sumatera Utara
072308  ;Kec. Dolok;Kab. Padang Lawas utara;Prov. Sumatera Utara
072302  ;Kec. Padang Bolak;Kab. Padang Lawas utara;Prov. Sumatera Utara
072303  ;Kec. Halongonan;Kab. Padang Lawas utara;Prov. Sumatera Utara
072801  ;Kec. Tuhemberua;Kab. Nias Utara;Prov. Sumatera Utara
072602  ;Kec. Torgamba;Kab. Labuhan Batu Selatan;Prov. Sumatera Utara
072505  ;Kec. Kualuh Selatan;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072508  ;Kec. Marbau;Kab. Labuhan Batu Utara;Prov. Sumatera Utara
072808  ;Kec. Tugala Oyo;Kab. Nias Utara;Prov. Sumatera Utara
076005  ;Kec. Medan Area;Kota Medan;Prov. Sumatera Utara
072411  ;Kec. Aek Nabara Barumun;Kab. Padang Lawas;Prov. Sumatera Utara
076004  ;Kec. Medan Denai;Kota Medan;Prov. Sumatera Utara
076017  ;Kec. Medan Tembung;Kota Medan;Prov. Sumatera Utara
076405  ;Kec. Teluk Nibung;Kota Tanjung Balai;Prov. Sumatera Utara
076306  ;Kec. Siantar Martoba;Kota Pematang Siantar;Prov. Sumatera Utara
076301  ;Kec. Siantar Marihat;Kota Pematang Siantar;Prov. Sumatera Utara
080119  ;Ampek Nagari;Kab. Agam;Prov. Sumatera Barat
076303  ;Kec. Siantar Barat;Kota Pematang Siantar;Prov. Sumatera Utara
076406  ;Kec. Datuk Bandar Timur;Kota Tanjung Balai;Prov. Sumatera Utara
076013  ;Kec. Medan Petisah;Kota Medan;Prov. Sumatera Utara
080103  ;Kec. Tanjung Raya;Kab. Agam;Prov. Sumatera Barat
076702  ;Kec. Gunung Sitoli   Alo Oa;Kota Gunung Sitoli;Prov. Sumatera Utara
076604  ;Kec. Padang Sidimpuan Hutaimba;Kota Padang Sidempuan;Prov. Sumatera Utara
076201  ;Kec. Padang Hulu;Kota Tebing Tinggi;Prov. Sumatera Utara
076205  ;Kec. Tebing Tinggi Kota;Kota Tebing Tinggi;Prov. Sumatera Utara
080109  ;Kec. Tilatang Kamang;Kab. Agam;Prov. Sumatera Barat
080117  ;Kec. Ampek Angkek;Kab. Agam;Prov. Sumatera Barat
076021  ;Kec. Medan Kota Belawan;Kota Medan;Prov. Sumatera Utara
076705  ;Kec. Gunung Sitoli Barat;Kota Gunung Sitoli;Prov. Sumatera Utara
076305  ;Kec. Siantar Timur;Kota Pematang Siantar;Prov. Sumatera Utara
076703  ;Kec. Gunung Sitoli;Kota Gunung Sitoli;Prov. Sumatera Utara
076308  ;Kec. Siantar Sitalasari;Kota Pematang Siantar;Prov. Sumatera Utara
076203  ;Kec. Padang Hilir;Kota Tebing Tinggi;Prov. Sumatera Utara
076502  ;Kec. Sibolga Kota;Kota Sibolga;Prov. Sumatera Utara
076701  ;Kec. Gunung Sitoli Idanoi;Kota Gunung Sitoli;Prov. Sumatera Utara
076601  ;Kec. Padang Sidimpuan Selatan;Kota Padang Sidempuan;Prov. Sumatera Utara
080105  ;Kec. IV Koto;Kab. Agam;Prov. Sumatera Barat
076706  ;Kec. Gunung Sitoli Utara;Kota Gunung Sitoli;Prov. Sumatera Utara
076503  ;Kec. Sibolga Selatan;Kota Sibolga;Prov. Sumatera Utara
076605  ;Kec. Padang Sidimpuan Tenggara;Kota Padang Sidempuan;Prov. Sumatera Utara
076018  ;Kec. Medan Deli;Kota Medan;Prov. Sumatera Utara
080101  ;Kec. Tanjung Mutiara;Kab. Agam;Prov. Sumatera Barat
076302  ;Kec. Siantar Selatan;Kota Pematang Siantar;Prov. Sumatera Utara
076403  ;Kec. Tanjung Balai Utara;Kota Tanjung Balai;Prov. Sumatera Utara
076402  ;Kec. Tanjung Balai Selatan;Kota Tanjung Balai;Prov. Sumatera Utara
076101  ;Kec. Binjai Selatan;Kota Binjai;Prov. Sumatera Utara
080108  ;Kec. Baso;Kab. Agam;Prov. Sumatera Barat
076105  ;Kec. Binjai Barat;Kota Binjai;Prov. Sumatera Utara
076020  ;Kec. Medan Marelan;Kota Medan;Prov. Sumatera Utara
076603  ;Kec. Padang Sidimpuan Batu Nad;Kota Padang Sidempuan;Prov. Sumatera Utara
080104  ;Kec. Matur;Kab. Agam;Prov. Sumatera Barat
080118  ;Kec. Malalak;Kab. Agam;Prov. Sumatera Barat
076307  ;Kec. Siantar Marimbun;Kota Pematang Siantar;Prov. Sumatera Utara
076602  ;Kec. Padang Sidimpuan Utara;Kota Padang Sidempuan;Prov. Sumatera Utara
076103  ;Kec. Binjai Timur;Kota Binjai;Prov. Sumatera Utara
080207  ;Kec. Bonjol;Kab. Pasaman;Prov. Sumatera Barat
080210  ;Kec. II Koto;Kab. Pasaman;Prov. Sumatera Barat
080102  ;Kec. Lubuk Basung;Kab. Agam;Prov. Sumatera Barat
080208  ;Kec. Lubuk Sikaping;Kab. Pasaman;Prov. Sumatera Barat
076304  ;Kec. Siantar Utara;Kota Pematang Siantar;Prov. Sumatera Utara
076501  ;Kec. Sibolga Utara;Kota Sibolga;Prov. Sumatera Utara
076204  ;Kec. Bajenis;Kota Tebing Tinggi;Prov. Sumatera Utara
076019  ;Kec. Medan Labuhan;Kota Medan;Prov. Sumatera Utara
076704  ;Kec. Gunung Sitoli Selatan;Kota Gunung Sitoli;Prov. Sumatera Utara
076104  ;Kec. Binjai Utara;Kota Binjai;Prov. Sumatera Utara
076404  ;Kec. S. Tualang Raso;Kota Tanjung Balai;Prov. Sumatera Utara
076102  ;Kec. Binjai Kota;Kota Binjai;Prov. Sumatera Utara
080110  ;Kec. Palembayan;Kab. Agam;Prov. Sumatera Barat
076504  ;Kec. Sibolga Sambas;Kota Sibolga;Prov. Sumatera Utara
076202  ;Kec. Rambutan;Kota Tebing Tinggi;Prov. Sumatera Utara
080509  ;Kec. Sungai Geringging;Kab. Padang Pariaman;Prov. Sumatera Barat
080608  ;Kec. Batang Kapas;Kab. Pesisir Selatan;Prov. Sumatera Barat
080418  ;Kec. Danau Kembar;Kab. Solok;Prov. Sumatera Barat
080606  ;Kec. Lengayang;Kab. Pesisir Selatan;Prov. Sumatera Barat
080304  ;Kec. Guguak;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080501  ;Kec. Batang Anai;Kab. Padang Pariaman;Prov. Sumatera Barat
080504  ;Kec. Nan Sabaris;Kab. Padang Pariaman;Prov. Sumatera Barat
080605  ;Kec. Ranah Pesisir;Kab. Pesisir Selatan;Prov. Sumatera Barat
080306  ;Kec. Gunuang Omeh;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080308  ;Kec. Pangkalan Koto Baru;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080219  ;Kec. Rao Selatan;Kab. Pasaman;Prov. Sumatera Barat
080503  ;Kec. Ulakan Tapakis;Kab. Padang Pariaman;Prov. Sumatera Barat
080409  ;Kec. Bukit Sundi;Kab. Solok;Prov. Sumatera Barat
080516  ;Kec. Padang Sago;Kab. Padang Pariaman;Prov. Sumatera Barat
080115  ;Kec. Kamang Magek;Kab. Agam;Prov. Sumatera Barat
080301  ;Kec. Payakumbuh;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080513  ;Kec. Batang Gasan;Kab. Padang Pariaman;Prov. Sumatera Barat
080215  ;Kec. Mapat Tunggul Selatan;Kab. Pasaman;Prov. Sumatera Barat
080416  ;Kec. Hiliran Gumanti;Kab. Solok;Prov. Sumatera Barat
080410  ;Kec. Kubung;Kab. Solok;Prov. Sumatera Barat
080610  ;Kec. Bayang;Kab. Pesisir Selatan;Prov. Sumatera Barat
080312  ;Kec. Situjuah Limo Nagari;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080311  ;Kec. Akabiluru;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080212  ;Kec. III Nagari;Kab. Pasaman;Prov. Sumatera Barat
080309  ;Kec. Bukkt Barisan;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080404  ;Kec. Pantai Cermin;Kab. Solok;Prov. Sumatera Barat
080611  ;Kec. Koto XI Terusan;Kab. Pesisir Selatan;Prov. Sumatera Barat
080218  ;Kec. Rao Utara;Kab. Pasaman;Prov. Sumatera Barat
080607  ;Kec. Sutera;Kab. Pesisir Selatan;Prov. Sumatera Barat
080517  ;Kec. 2 x 11 Kayu Tanam;Kab. Padang Pariaman;Prov. Sumatera Barat
080510  ;Kec. IV Koto Aur Malintang;Kab. Padang Pariaman;Prov. Sumatera Barat
080217  ;Kec. Padang Gelugur;Kab. Pasaman;Prov. Sumatera Barat
080214  ;Kec. Mapat Tunggul;Kab. Pasaman;Prov. Sumatera Barat
080411  ;Kec. IX Koto Sungai Lasi;Kab. Solok;Prov. Sumatera Barat
080313  ;Kec. Lareh Sago Halaban;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080502  ;Kec. Lubuk Alung;Kab. Padang Pariaman;Prov. Sumatera Barat
080116  ;Kec. Banuhampu;Kab. Agam;Prov. Sumatera Barat
080307  ;Kec. Kapur IX;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080408  ;Kec. Gunung Talang;Kab. Solok;Prov. Sumatera Barat
080413  ;Kec. X Koto Singkarak;Kab. Solok;Prov. Sumatera Barat
080407  ;Kec. Lembang Jaya;Kab. Solok;Prov. Sumatera Barat
080507  ;Kec. V Koto Kampung Dalam;Kab. Padang Pariaman;Prov. Sumatera Barat
080508  ;Kec. Sungai Limau;Kab. Padang Pariaman;Prov. Sumatera Barat
080305  ;Kec. Suliki;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080412  ;Kec. X Koto Diatas;Kab. Solok;Prov. Sumatera Barat
080211  ;Kec. Panti;Kab. Pasaman;Prov. Sumatera Barat
080303  ;Kec. Harau;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080406  ;Kec. Payung Sekaki;Kab. Solok;Prov. Sumatera Barat
080514  ;Kec. V Koto Timur;Kab. Padang Pariaman;Prov. Sumatera Barat
080213  ;Kec. Rao;Kab. Pasaman;Prov. Sumatera Barat
080302  ;Kec. Luak;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080515  ;Kec. Patamuan;Kab. Padang Pariaman;Prov. Sumatera Barat
080114  ;Kec. Candung;Kab. Agam;Prov. Sumatera Barat
080609  ;Kec. IV Jurai;Kab. Pesisir Selatan;Prov. Sumatera Barat
080216  ;Kec. Simpang Alahan Mati;Kab. Pasaman;Prov. Sumatera Barat
080310  ;Kec. Mungka;Kab. Lima Puluh Koto;Prov. Sumatera Barat
080414  ;Kec. Junjung Sirih;Kab. Solok;Prov. Sumatera Barat
080506  ;Kec. VII Koto Sungai Sarik;Kab. Padang Pariaman;Prov. Sumatera Barat
080505  ;Kec. 2 x 11 VI Lingkung;Kab. Padang Pariaman;Prov. Sumatera Barat
080417  ;Kec. Tigo Lurah;Kab. Solok;Prov. Sumatera Barat
081008  ;Kec. Sipora Utara;Kab. Kepulauan Mentawai;Prov. Sumatera Barat
080711  ;Kec. Salimpaung;Kab. Tanah Datar;Prov. Sumatera Barat
081003  ;Kec. Siberut Selatan;Kab. Kepulauan Mentawai;Prov. Sumatera Barat
081201  ;Kec. Sungai Rumbai;Kab. Dharmas Raya;Prov. Sumatera Barat
081206  ;Kec. Timpeh;Kab. Dharmas Raya;Prov. Sumatera Barat
081311  ;Kec. Sungai Aur;Kab. Pasaman Barat;Prov. Sumatera Barat
081004  ;Kec. Siberut Utara;Kab. Kepulauan Mentawai;Prov. Sumatera Barat
080706  ;Kec. Tanjung Mas;Kab. Tanah Datar;Prov. Sumatera Barat
081308  ;Kec. Koto Balingka;Kab. Pasaman Barat;Prov. Sumatera Barat
081106  ;Kec. Pauah Duo;Kab. Solok Selatan;Prov. Sumatera Barat
